机构代码		操作员		操作类型		操作日期
051052580		LiMeiXuan 		变更      		2013-04-24		
062332887		guolili   		制卡		2013-04-24
L45398238		WangYunLi 		年检      		2013-04-24		
676065349		ZengWeiGuo		年检      		2013-04-24		
062332887		guolili   		证书打印  		2013-04-24		
671059329		LuShaoYun 		换证      		2013-04-24		
671077500		LiuEnTan  		年检      		2013-04-24		
798748711		guolili   		制卡		2013-04-24
798727144		ZengWeiGuo		年检      		2013-04-24		
062332879		guolili   		制卡		2013-04-24
062332879		guolili   		证书打印  		2013-04-24		
552792464		LuShaoYun 		年检      		2013-04-24		
062332860		guolili   		制卡		2013-04-24
062332860		guolili   		证书打印  		2013-04-24		
594945211		LiMeiXuan 		IC卡发放  		2013-04-24		
594945211		LiMeiXuan 		变更      		2013-04-24		
578706296		QiuMingJ  		年检      		2013-04-24		
793149218		guolili   		证书打印  		2013-04-24		
687269873		LuShaoYun 		年检      		2013-04-24		
594904807		ZengWeiGuo		换证      		2013-04-24		
798748711		WangYunLi 		IC卡发放  		2013-04-24		
798748711		WangYunLi 		年检      		2013-04-24		
062332852		guolili   		制卡		2013-04-24
062332852		guolili   		证书打印  		2013-04-24		
573061628		FangQi    		年检      		2013-04-24		
557360783		LiGuiMei  		年检      		2013-04-24		
06233345X		ChenXiaoYi		证书打印  		2013-04-24		
780718362		LuShaoYun 		年检      		2013-04-24		
589271590		ZengWeiGuo		换证      		2013-04-24		
687279852		LiMeiXuan 		年检      		2013-04-24		
671060071		QiuMingJ  		年检      		2013-04-24		
L19897420		guolili   		证书打印  		2013-04-24		
567950736		FangQi    		年检      		2013-04-24		
06233345X		ChenXiaoYi		新增      		2013-04-24		
L19899557		guolili   		证书打印  		2013-04-24		
735814013		LuShaoYun 		年检      		2013-04-24		
698935480		MaiLing   		年检      		2013-04-24		
L27911966		WangYunLi 		换证      		2013-04-24		
L19897420		LiMeiXuan 		换证      		2013-04-24		
062332844		guolili   		制卡		2013-04-24
793149218		FangQi    		换证      		2013-04-24		
062331534		GuoMiaoL  		证书打印  		2013-04-24		
062332844		guolili   		证书打印  		2013-04-24		
687284459		LiuEnTan  		年检      		2013-04-24		
665142353		guolili   		证书打印  		2013-04-24		
L19891424		LiMeiXuan 		年检      		2013-04-24		
062333425		LiGuiMei  		证书打印  		2013-04-24		
062333425		LiGuiMei  		换证      		2013-04-24		
665142361		guolili   		证书打印  		2013-04-24		
594928147		FangQi    		IC卡发放  		2013-04-24		
594928147		FangQi    		年检      		2013-04-24		
786611558		ZhouJie   		年检      		2013-04-24		
L11936392		LiMeiXuan 		年检      		2013-04-24		
681187690		guolili   		证书打印  		2013-04-24		
58929539X		guolili   		证书打印  		2013-04-24		
573082875		ZengWeiGuo		年检      		2013-04-24		
062333441		ChenXiaoYi		证书打印  		2013-04-24		
062332836		guolili   		制卡		2013-04-24
681187690		LiMeiXuan 		换证      		2013-04-24		
062332836		guolili   		证书打印  		2013-04-24		
201296266		FangQi    		年检      		2013-04-24		
681185767		LiMeiXuan 		年检      		2013-04-24		
062332828		guolili   		制卡		2013-04-24
58929539X		WangYunLi 		换证      		2013-04-24		
062332828		guolili   		证书打印  		2013-04-24		
062333441		ChenXiaoYi		新增      		2013-04-24		
06233281X		guolili   		制卡		2013-04-24
062333433		MeiJi     		新增      		2013-04-24		
062333433		MeiJi     		IC卡发放  		2013-04-24		
681185839		LiMeiXuan 		年检      		2013-04-24		
06233281X		guolili   		证书打印  		2013-04-24		
562400786		guolili   		制卡		2013-04-24
589278282		LiuEnTan  		年检      		2013-04-24		
062333425		LiGuiMei  		证书打印  		2013-04-24		
562400786		guolili   		证书打印  		2013-04-24		
665142361		LiMeiXuan 		换证      		2013-04-24		
665117801		guolili   		制卡		2013-04-24
062333425		LiGuiMei  		新增      		2013-04-24		
665117801		guolili   		证书打印  		2013-04-24		
681185820		LiMeiXuan 		年检      		2013-04-24		
583926111		FangQi    		年检      		2013-04-24		
713869005		guolili   		证书打印  		2013-04-24		
062332801		guolili   		制卡		2013-04-24
665142468		LuShaoYun 		换证      		2013-04-24		
665142468		LuShaoYun 		IC卡发放  		2013-04-24		
665142468		LuShaoYun 		IC卡废置  		2013-04-24		
594948885		FangQi    		年检      		2013-04-24		
562400786		ZengWeiGuo		IC卡发放  		2013-04-24		
562400786		ZengWeiGuo		变更      		2013-04-24		
665117801		LiMeiXuan 		IC卡发放  		2013-04-24		
665117801		LiMeiXuan 		变更      		2013-04-24		
062332801		guolili   		证书打印  		2013-04-24		
735833660		TangXue   		年检      		2013-04-24		
062332799		guolili   		制卡		2013-04-24
062332799		guolili   		证书打印  		2013-04-24		
665143823		LiMeiXuan 		年检      		2013-04-24		
567992151		FangQi    		年检      		2013-04-24		
062332780		guolili   		制卡		2013-04-24
786632842		LuShaoYun 		IC卡发放  		2013-04-24		
786632842		LuShaoYun 		年检      		2013-04-24		
062332780		guolili   		证书打印  		2013-04-24		
665142337		LiMeiXuan 		年检      		2013-04-24		
713869005		FangQi    		换证      		2013-04-24		
69318557X		ZengWeiGuo		年检      		2013-04-24		
062333417		QiuMingJ  		证书打印  		2013-04-24		
665142476		LuShaoYun 		换证      		2013-04-24		
062332764		guolili   		制卡		2013-04-24
062332764		guolili   		证书打印  		2013-04-24		
665142329		LiMeiXuan 		年检      		2013-04-24		
062333417		QiuMingJ  		新增      		2013-04-24		
665142476		LuShaoYun 		年检      		2013-04-24		
562424518		LiuEnTan  		证书打印  		2013-04-24		
062332756		guolili   		制卡		2013-04-24
730062684		LiGuiMei  		年检      		2013-04-24		
681185863		LiMeiXuan 		年检      		2013-04-24		
062332756		guolili   		证书打印  		2013-04-24		
562424518		LiuEnTan  		换证      		2013-04-24		
665143831		LiMeiXuan 		年检      		2013-04-24		
754362841		TangXue   		年检      		2013-04-24		
056361382		guolili   		证书打印  		2013-04-24		
562422184		ZengWeiGuo		年检      		2013-04-24		
062332748		guolili   		制卡		2013-04-24
708875443		LuShaoYun 		年检      		2013-04-24		
062332748		guolili   		证书打印  		2013-04-24		
L56221550		MeiJi     		新增      		2013-04-24		
L56221550		MeiJi     		IC卡发放  		2013-04-24		
665142345		LiMeiXuan 		年检      		2013-04-24		
77429150X		XiaoYun   		年检      		2013-04-24		
594901198		guolili   		证书打印  		2013-04-24		
056361382		FangQi    		换证      		2013-04-24		
583938542		guolili   		证书打印  		2013-04-24		
665142353		LiMeiXuan 		换证      		2013-04-24		
774285089		ZengWeiGuo		年检      		2013-04-24		
594905199		guolili   		证书打印  		2013-04-24		
66514245X		LuShaoYun 		年检      		2013-04-24		
L56221542		MeiJi     		新增      		2013-04-24		
L56221542		MeiJi     		IC卡发放  		2013-04-24		
L45359132		WangYunLi 		年检      		2013-04-24		
557355562		XiaoYun   		年检      		2013-04-24		
06233273X		guolili   		制卡		2013-04-24
562416622		ZengWeiGuo		年检      		2013-04-24		
06233273X		guolili   		证书打印  		2013-04-24		
051098263		FangQi    		年检      		2013-04-24		
681185847		LiMeiXuan 		年检      		2013-04-24		
062332713		guolili   		制卡		2013-04-24
062332713		guolili   		证书打印  		2013-04-24		
L56221534		MeiJi     		新增      		2013-04-24		
L56221534		MeiJi     		IC卡发放  		2013-04-24		
557360599		ZengWeiGuo		年检      		2013-04-24		
693196236		LiuEnTan  		证书打印  		2013-04-24		
69316666X		WangYunLi 		年检      		2013-04-24		
594905199		FangQi    		换证      		2013-04-24		
201269137		TangXue   		年检      		2013-04-24		
L56221526		MeiJi     		新增      		2013-04-24		
L56221526		MeiJi     		IC卡发放  		2013-04-24		
583906508		ZengWeiGuo		年检      		2013-04-24		
693168315		TangXue   		年检      		2013-04-24		
798717931		ZengWeiGuo		年检      		2013-04-24		
062333409		MeiJi     		新增      		2013-04-24		
062333409		MeiJi     		IC卡发放  		2013-04-24		
583938542		FangQi    		换证      		2013-04-24		
594901198		FangQi    		换证      		2013-04-24		
786617992		XiaoYun   		年检      		2013-04-24		
L56221518		MeiJi     		新增      		2013-04-24		
L56221518		MeiJi     		IC卡发放  		2013-04-24		
693196236		LiuEnTan  		申请表修改		2013-04-24		
056373703		TangXue   		年检      		2013-04-24		
557393235		FangQi    		年检      		2013-04-24		
693196236		LiuEnTan  		换证      		2013-04-24		
698947270		ZengWeiGuo		年检      		2013-04-24		
062333396		MeiJi     		新增      		2013-04-24		
062333396		MeiJi     		IC卡发放  		2013-04-24		
620318132		LinYouTao 		证书打印  		2013-04-24		
698934226		QiuMingJ  		年检      		2013-04-24		
620318132		TangXue   		换证      		2013-04-24		
062333388		XiaoYun   		新增      		2013-04-24		
062333388		XiaoYun   		IC卡发放  		2013-04-24		
201522948		FengQiong 		年检      		2013-04-24		
76036179X		FengQiong 		年检      		2013-04-24		
552785846		ZengWeiGuo		年检      		2013-04-24		
557351406		FengQiong 		年检      		2013-04-24		
L19884646		guolili   		制卡		2013-04-24
L19884646		guolili   		证书打印  		2013-04-24		
793103578		LuShaoYun 		年检      		2013-04-24		
L5622150X		MeiJi     		新增      		2013-04-24		
L5622150X		MeiJi     		IC卡发放  		2013-04-24		
567978886		FangQi    		年检      		2013-04-24		
L19884646		ZengWeiGuo		IC卡发放  		2013-04-24		
L19884646		ZengWeiGuo		变更      		2013-04-24		
583927907		guolili   		证书打印  		2013-04-24		
L56221497		MeiJi     		新增      		2013-04-24		
L56221497		MeiJi     		IC卡发放  		2013-04-24		
557358616		FengQiong 		年检      		2013-04-24		
06233337X		MaiLing   		新增      		2013-04-24		
567955043		LiMeiXuan 		年检      		2013-04-24		
583927907		FangQi    		换证      		2013-04-24		
698909573		LiMeiXuan 		年检      		2013-04-24		
062331470		guolili   		制卡		2013-04-24
L56221489		MeiJi     		新增      		2013-04-24		
L56221489		MeiJi     		IC卡发放  		2013-04-24		
062331470		guolili   		证书打印  		2013-04-24		
L5622046X		guolili   		制卡		2013-04-24
798738230		LiMeiXuan 		年检      		2013-04-24		
L5622046X		guolili   		证书打印  		2013-04-24		
573096652		ZengWeiGuo		年检      		2013-04-24		
L56220478		guolili   		制卡		2013-04-24
L56220478		guolili   		证书打印  		2013-04-24		
767474965		XuXin     		二次证书打印		2013-04-24		
665138098		MaiLing   		年检      		2013-04-24		
L56221470		MeiJi     		新增      		2013-04-24		
L56221470		MeiJi     		IC卡发放  		2013-04-24		
767474965		XuXin     		证书打印  		2013-04-24		
L56220435		guolili   		制卡		2013-04-24
L56220435		guolili   		证书打印  		2013-04-24		
589288587		MaiLing   		年检      		2013-04-24		
552776851		FengQiong 		年检      		2013-04-24		
062333361		MeiJi     		新增      		2013-04-24		
062333361		MeiJi     		IC卡发放  		2013-04-24		
L39646071		MaiLing   		年检      		2013-04-24		
681197944		QiuMingJ  		修改已打印记录		2013-04-24		
767474965		XuXin     		变更      		2013-04-24		
428700825		QiuMingJ  		修改已打印记录		2013-04-24		
062333353		MeiJi     		新增      		2013-04-24		
062333353		MeiJi     		IC卡发放  		2013-04-24		
062333345		XiaoYun   		新增      		2013-04-24		
062333345		XiaoYun   		IC卡发放  		2013-04-24		
687272677		huangfeng 		年检      		2013-04-24		
L56221462		CaiFuYu   		证书打印  		2013-04-24		
428700825		QiuMingJ  		修改已打印记录		2013-04-24		
L56221462		CaiFuYu   		新增      		2013-04-24		
062333337		MeiJi     		新增      		2013-04-24		
062333337		MeiJi     		IC卡发放  		2013-04-24		
620009954		FengQiong 		年检      		2013-04-24		
594901120		guolili   		证书打印  		2013-04-24		
062331331		guolili   		制卡		2013-04-24
062333329		MaiLing   		新增      		2013-04-24		
062331331		guolili   		证书打印  		2013-04-24		
L51609513		LiGuiMei  		证书打印  		2013-04-24		
L51609513		LiGuiMei  		变更      		2013-04-24		
77429441X		GuoMiaoL  		年检      		2013-04-24		
594901120		ZengWeiGuo		换证      		2013-04-24		
665132833		TangXue   		年检      		2013-04-24		
L56221454		MeiJi     		新增      		2013-04-24		
L56221454		MeiJi     		IC卡发放  		2013-04-24		
05109545X		LinYouTao 		证书打印  		2013-04-24		
567998246		GuoMiaoL  		年检      		2013-04-24		
594903441		LiuEnTan  		二次证书打印		2013-04-24		
754391917		guolili   		制卡		2013-04-24
594903441		LiuEnTan  		二次证书打印		2013-04-24		
583929996		ZengWeiGuo		年检      		2013-04-24		
754391917		guolili   		证书打印  		2013-04-24		
557385489		FangQi    		年检      		2013-04-24		
594903441		LiuEnTan  		证书打印  		2013-04-24		
L56220590		guolili   		制卡		2013-04-24
062333310		MeiJi     		新增      		2013-04-24		
062333310		MeiJi     		IC卡发放  		2013-04-24		
620464930		MaiLing   		年检      		2013-04-24		
L56220590		guolili   		证书打印  		2013-04-24		
552776034		guolili   		证书打印  		2013-04-24		
767498430		GuoMiaoL  		年检      		2013-04-24		
L32925860		guolili   		证书打印  		2013-04-24		
05109545X		TangXue   		换证      		2013-04-24		
676053954		MaiLing   		年检      		2013-04-24		
573058752		LiMeiXuan 		年检      		2013-04-24		
594920292		guolili   		证书打印  		2013-04-24		
665140913		MaiLing   		年检      		2013-04-24		
557359125		TangXue   		年检      		2013-04-24		
L39614774		GuoMiaoL  		年检      		2013-04-24		
062329127		MeiJi     		修改已打印记录		2013-04-24		
062331569		guolili   		制卡		2013-04-24
L32925860		FangQi    		换证      		2013-04-24		
798737246		MaiLing   		年检      		2013-04-24		
428585273		FengQiong 		年检      		2013-04-24		
062331569		guolili   		证书打印  		2013-04-24		
L56221446		MeiJi     		新增      		2013-04-24		
L56221446		MeiJi     		IC卡发放  		2013-04-24		
57305572X		MaiLing   		年检      		2013-04-24		
062332633		LinYouTao 		制卡		2013-04-24
L39624091		WangYunLi 		年检      		2013-04-24		
05109545X		TangXue   		年检      		2013-04-24		
552750483		XiaoYun   		年检      		2013-04-24		
754391917		LiMeiXuan 		IC卡发放  		2013-04-24		
754391917		LiMeiXuan 		变更      		2013-04-24		
062332633		LinYouTao 		证书打印  		2013-04-24		
428700825		QiuMingJ  		证书打印  		2013-04-24		
056366853		ZengWeiGuo		年检      		2013-04-24		
798708568		GuoMiaoL  		年检      		2013-04-24		
620000781		LinZiXiang		证书打印  		2013-04-24		
428700825		QiuMingJ  		变更      		2013-04-24		
687283990		MaiLing   		年检      		2013-04-24		
062333302		MeiJi     		新增      		2013-04-24		
062333302		MeiJi     		IC卡发放  		2013-04-24		
L39624104		WangYunLi 		年检      		2013-04-24		
620000781		LinZiXiang		换证      		2013-04-24		
594903441		LiuEnTan  		换证      		2013-04-24		
56244595X		XiaoYun   		年检      		2013-04-24		
562448819		MaiLing   		年检      		2013-04-24		
671072443		LuShaoYun 		年检      		2013-04-24		
793117355		LinYouTao 		制卡		2013-04-24
594920292		ZengWeiGuo		换证      		2013-04-24		
L39624083		WangYunLi 		年检      		2013-04-24		
793117355		LinYouTao 		证书打印  		2013-04-24		
620461633		MaiLing   		年检      		2013-04-24		
780732957		TangXue   		年检      		2013-04-24		
06233329X		MeiJi     		新增      		2013-04-24		
06233329X		MeiJi     		IC卡发放  		2013-04-24		
062313280		MaiLing   		换证      		2013-04-24		
747776798		LinYouTao 		制卡		2013-04-24
L56221438		FengQiong 		证书打印  		2013-04-24		
721211123		LinZiXiang		证书打印  		2013-04-24		
747776798		LinYouTao 		IC卡补卡  		2013-04-24		
721211123		LinZiXiang		换证      		2013-04-24		
620021216		LuShaoYun 		年检      		2013-04-24		
594948607		GuoMiaoL  		年检      		2013-04-24		
578746474		FangQi    		年检      		2013-04-24		
008252966		WengLiNa  		证书打印  		2013-04-24		
L56221438		FengQiong 		新增      		2013-04-24		
793126446		LinYouTao 		制卡		2013-04-24
552776034		LiMeiXuan 		换证      		2013-04-24		
008252966		WengLiNa  		申请表修改		2013-04-24		
L32911733		GuoMiaoL  		年检      		2013-04-24		
767470294		ZengWeiGuo		年检      		2013-04-24		
062333281		MeiJi     		新增      		2013-04-24		
062333281		MeiJi     		IC卡发放  		2013-04-24		
557375598		LiuEnTan  		年检      		2013-04-24		
665105413		MaiLing   		年检      		2013-04-24		
693182993		GuoMiaoL  		年检      		2013-04-24		
693188041		MaiLing   		年检      		2013-04-24		
G51222144		LinYouTao 		证书打印  		2013-04-24		
58391302X		MaiLing   		年检      		2013-04-24		
062333273		MeiJi     		新增      		2013-04-24		
062333273		MeiJi     		IC卡发放  		2013-04-24		
681168385		XiaoYun   		年检      		2013-04-24		
062333265		huangfeng 		证书打印  		2013-04-24		
L56220582		LiLinJiao 		证书打印  		2013-04-24		
573088046		LiMeiXuan 		年检      		2013-04-24		
L32904656		LiLinJiao 		证书打印  		2013-04-24		
708824291		LiLinJiao 		证书打印  		2013-04-24		
693153017		LiLinJiao 		证书打印  		2013-04-24		
062333265		huangfeng 		新增      		2013-04-24		
713858779		LinZiXiang		年检      		2013-04-24		
589283460		LiLinJiao 		证书打印  		2013-04-24		
062331593		LiLinJiao 		证书打印  		2013-04-24		
L56221155		LiLinJiao 		证书打印  		2013-04-24		
L56221147		LiLinJiao 		证书打印  		2013-04-24		
L56221139		LiLinJiao 		证书打印  		2013-04-24		
L56221120		LiLinJiao 		证书打印  		2013-04-24		
L32909852		LiLinJiao 		证书打印  		2013-04-24		
062333249		LiGuiMei  		证书打印  		2013-04-24		
L04398709		LiLinJiao 		证书打印  		2013-04-24		
062333257		MeiJi     		新增      		2013-04-24		
062333257		MeiJi     		IC卡发放  		2013-04-24		
C32564713		LiLinJiao 		证书打印  		2013-04-24		
552795729		MaiLing   		年检      		2013-04-24		
693167232		LiMeiXuan 		年检      		2013-04-24		
754382981		LiLinJiao 		证书打印  		2013-04-24		
062333249		LiGuiMei  		新增      		2013-04-24		
428507822		LiLinJiao 		证书打印  		2013-04-24		
687281469		LinZiXiang		证书打印  		2013-04-24		
062332721		LiLinJiao 		证书打印  		2013-04-24		
062331542		LiLinJiao 		证书打印  		2013-04-24		
687281469		LinZiXiang		换证      		2013-04-24		
L56220347		guolili   		制卡		2013-04-24
676080944		MaiLing   		年检      		2013-04-24		
G51222144		XiaoYun   		变更      		2013-04-24		
L56220347		guolili   		证书打印  		2013-04-24		
L5622142X		MeiJi     		新增      		2013-04-24		
L5622142X		MeiJi     		IC卡发放  		2013-04-24		
676078430		MaiLing   		年检      		2013-04-24		
L32946602		GuoMiaoL  		年检      		2013-04-24		
68725708X		LinYouTao 		IC卡补卡  		2013-04-24		
693154116		MaiLing   		年检      		2013-04-24		
428507822		LiLinJiao 		换证      		2013-04-24		
062333230		MeiJi     		申请表修改		2013-04-24		
L39624630		LiLinJiao 		年检      		2013-04-24		
L45388320		GuoMiaoL  		年检      		2013-04-24		
L11918565		FengQiong 		年检      		2013-04-24		
793117355		TangXue   		换证      		2013-04-24		
793117355		TangXue   		IC卡发放  		2013-04-24		
713885574		MaiLing   		变更      		2013-04-24		
681199974		LinYouTao 		IC卡补卡  		2013-04-24		
062333230		MeiJi     		新增      		2013-04-24		
062333230		MeiJi     		IC卡发放  		2013-04-24		
793126446		TangXue   		IC卡发放  		2013-04-24		
793126446		TangXue   		年检      		2013-04-24		
L19878836		LiLinJiao 		年检      		2013-04-24		
693167259		LiLinJiao 		年检      		2013-04-24		
L56221390		CaiFuYu   		证书打印  		2013-04-24		
008252966		WengLiNa  		换证      		2013-04-24		
L56221411		LinZiXiang		证书打印  		2013-04-24		
754353419		LuShaoYun 		年检      		2013-04-24		
793146244		LiLinJiao 		年检      		2013-04-24		
693195153		TangXue   		年检      		2013-04-24		
767464273		TangXue   		年检      		2013-04-24		
798741093		LiLinJiao 		年检      		2013-04-24		
L56221411		LinZiXiang		新增      		2013-04-24		
687255025		LinYouTao 		IC卡补卡  		2013-04-24		
793116694		guolili   		制卡		2013-04-24
78073678X		LiLinJiao 		年检      		2013-04-24		
747776798		TangXue   		年检      		2013-04-24		
793116694		guolili   		证书打印  		2013-04-24		
L56221403		QiuMingJ  		证书打印  		2013-04-24		
L51643455		GuoMiaoL  		证书打印  		2013-04-24		
L56221403		QiuMingJ  		新增      		2013-04-24		
742550191		LinYouTao 		制卡		2013-04-24
793116694		ZengWeiGuo		换证      		2013-04-24		
793116694		ZengWeiGuo		IC卡发放  		2013-04-24		
793116694		ZengWeiGuo		IC卡废置  		2013-04-24		
L56221390		CaiFuYu   		新增      		2013-04-24		
L19892021		MaiLing   		变更      		2013-04-24		
552752745		LuShaoYun 		年检      		2013-04-24		
L56221382		MeiJi     		新增      		2013-04-24		
L56221382		MeiJi     		IC卡发放  		2013-04-24		
687257020		LinYouTao 		IC卡补卡  		2013-04-24		
L56220400		guolili   		制卡		2013-04-24
L56220400		guolili   		证书打印  		2013-04-24		
687259560		LinYouTao 		IC卡补卡  		2013-04-24		
742550191		XiaoYun   		IC卡补卡  		2013-04-24		
742550191		XiaoYun   		年检      		2013-04-24		
062333169		LiLinJiao 		证书打印  		2013-04-24		
051085462		guolili   		制卡		2013-04-24
665133748		LuShaoYun 		年检      		2013-04-24		
L56221374		LiLinJiao 		证书打印  		2013-04-24		
780749767		MaiLing   		变更      		2013-04-24		
051085462		guolili   		证书打印  		2013-04-24		
L56221366		LiLinJiao 		证书打印  		2013-04-24		
L56221315		LiLinJiao 		证书打印  		2013-04-24		
589295357		LinYouTao 		证书打印  		2013-04-24		
L39620680		WangYunLi 		年检      		2013-04-24		
062333222		MeiJi     		新增      		2013-04-24		
062333222		MeiJi     		IC卡发放  		2013-04-24		
68725708X		LinYouTao 		制卡		2013-04-24
68119978X		LinYouTao 		制卡		2013-04-24
557387118		LuShaoYun 		年检      		2013-04-24		
681199974		LinYouTao 		制卡		2013-04-24
L56221315		LiLinJiao 		申请表修改		2013-04-24		
793120503		XiaoYun   		年检      		2013-04-24		
687255025		LinYouTao 		制卡		2013-04-24
557387118		LuShaoYun 		年检      		2013-04-24		
573092192		ZengWeiGuo		年检      		2013-04-24		
062333169		LiLinJiao 		申请表修改		2013-04-24		
062313483		MaiLing   		换证      		2013-04-24		
687257020		LinYouTao 		制卡		2013-04-24
062333169		LiLinJiao 		申请表修改		2013-04-24		
75436912X		GuoMiaoL  		年检      		2013-04-24		
062333169		LiLinJiao 		申请表修改		2013-04-24		
687259560		LinYouTao 		制卡		2013-04-24
062333214		MeiJi     		新增      		2013-04-24		
062333214		MeiJi     		IC卡发放  		2013-04-24		
L51643455		MaiLing   		变更      		2013-04-24		
L32927778		GuoMiaoL  		年检      		2013-04-24		
L56221374		LiLinJiao 		新增      		2013-04-24		
620319493		TangXue   		年检      		2013-04-24		
698941848		LiGuiMei  		年检      		2013-04-24		
567965217		GuoMiaoL  		年检      		2013-04-24		
59492973X		guolili   		证书打印  		2013-04-24		
578742385		LiGuiMei  		年检      		2013-04-24		
L11903697		ZengWeiGuo		年检      		2013-04-24		
051085462		FangQi    		申请表修改		2013-04-24		
557393008		XiaoYun   		年检      		2013-04-24		
74777117X		GuoMiaoL  		年检      		2013-04-24		
59492973X		WangYunLi 		换证      		2013-04-24		
760399405		TangXue   		年检      		2013-04-24		
L56221366		LiLinJiao 		新增      		2013-04-24		
L27919319		MaiLing   		变更      		2013-04-24		
552755030		LinYouTao 		制卡		2013-04-24
735827471		LuShaoYun 		年检      		2013-04-24		
L56221358		MeiJi     		新增      		2013-04-24		
L56221358		MeiJi     		IC卡发放  		2013-04-24		
062333206		huangfeng 		证书打印  		2013-04-24		
687261409		FangQi    		年检      		2013-04-24		
552755030		LinYouTao 		证书打印  		2013-04-24		
056362422		LiGuiMei  		年检      		2013-04-24		
062333206		huangfeng 		新增      		2013-04-24		
793110620		XieXiuHua 		证书打印  		2013-04-24		
747781220		XiaoYun   		年检      		2013-04-24		
793110620		XieXiuHua 		变更      		2013-04-24		
69317722X		WangYingY 		证书打印  		2013-04-24		
L45356927		LiGuiMei  		年检      		2013-04-24		
671058828		MaiLing   		变更      		2013-04-24		
L5622134X		MeiJi     		新增      		2013-04-24		
L5622134X		MeiJi     		IC卡发放  		2013-04-24		
L56221331		LinZiXiang		证书打印  		2013-04-24		
73008156X		TangXue   		年检      		2013-04-24		
L56220419		guolili   		制卡		2013-04-24
05635799X		LiuEnTan  		证书打印  		2013-04-24		
L39641633		LiGuiMei  		年检      		2013-04-24		
L56220419		guolili   		证书打印  		2013-04-24		
69317722X		WangYingY 		换证      		2013-04-24		
L19889180		MaiLing   		变更      		2013-04-24		
L56221331		LinZiXiang		新增      		2013-04-24		
051085462		FangQi    		IC卡发放  		2013-04-24		
051085462		FangQi    		变更      		2013-04-24		
062333193		MeiJi     		新增      		2013-04-24		
062333193		MeiJi     		IC卡发放  		2013-04-24		
L56220363		GuoMiaoL  		证书打印  		2013-04-24		
767461152		LuShaoYun 		年检      		2013-04-24		
681178540		GuoMiaoL  		年检      		2013-04-24		
589295357		TangXue   		换证      		2013-04-24		
754381954		LiGuiMei  		修改已打印记录		2013-04-24		
L04389319		ChenXiaoYi		年检      		2013-04-24		
L19890448		MaiLing   		变更      		2013-04-24		
767461152		LuShaoYun 		年检      		2013-04-24		
589295357		TangXue   		年检      		2013-04-24		
062333185		MeiJi     		新增      		2013-04-24		
062333185		MeiJi     		IC卡发放  		2013-04-24		
L39648528		WangYunLi 		年检      		2013-04-24		
L56220072		guolili   		制卡		2013-04-24
552759955		LuShaoYun 		年检      		2013-04-24		
L56220670		XieXiuHua 		证书打印  		2013-04-24		
552755030		XiaoYun   		IC卡发放  		2013-04-24		
552755030		XiaoYun   		变更      		2013-04-24		
735828909		GuoMiaoL  		证书打印  		2013-04-24		
L56220072		guolili   		证书打印  		2013-04-24		
L04395532		MaiLing   		变更      		2013-04-24		
062333177		MeiJi     		新增      		2013-04-24		
062333177		MeiJi     		IC卡发放  		2013-04-24		
687257020		LuShaoYun 		IC卡发放  		2013-04-24		
687257020		LuShaoYun 		年检      		2013-04-24		
L27934623		WangYunLi 		年检      		2013-04-24		
05635799X		LiuEnTan  		换证      		2013-04-24		
L56220662		GuoMiaoL  		证书打印  		2013-04-24		
062332983		LiGuiMei  		修改已打印记录		2013-04-24		
67606133X		FengQiong 		年检      		2013-04-24		
55737582X		GuoMiaoL  		年检      		2013-04-24		
721221305		LinYouTao 		制卡		2013-04-24
062333169		LiLinJiao 		新增      		2013-04-24		
687257020		LuShaoYun 		年检      		2013-04-24		
721221305		LinYouTao 		证书打印  		2013-04-24		
062333070		LiGuiMei  		修改已打印记录		2013-04-24		
687257020		LuShaoYun 		IC卡发放  		2013-04-24		
687257020		LuShaoYun 		年检      		2013-04-24		
062333150		MeiJi     		新增      		2013-04-24		
062333150		MeiJi     		IC卡发放  		2013-04-24		
062333142		MaiLing   		新增      		2013-04-24		
798741691		GuoMiaoL  		年检      		2013-04-24		
79313346X		QiuMingJ  		证书打印  		2013-04-24		
552778654		LiMeiXuan 		年检      		2013-04-24		
79313346X		QiuMingJ  		变更      		2013-04-24		
735832510		FangQi    		年检      		2013-04-24		
698900077		GuoMiaoL  		年检      		2013-04-24		
L11945547		WangYunLi 		年检      		2013-04-24		
681195666		LiuEnTan  		年检      		2013-04-24		
687259560		LuShaoYun 		IC卡发放  		2013-04-24		
687259560		LuShaoYun 		年检      		2013-04-24		
68729215X		GuoMiaoL  		年检      		2013-04-24		
687259560		LuShaoYun 		IC卡发放  		2013-04-24		
687259560		LuShaoYun 		年检      		2013-04-24		
L27934631		WangYunLi 		年检      		2013-04-24		
58929774X		guolili   		证书打印  		2013-04-24		
665117801		guolili   		制卡		2013-04-24
75439873X		LinYouTao 		制卡		2013-04-24
L27926703		QiuMingJ  		证书打印  		2013-04-24		
L27926703		QiuMingJ  		变更      		2013-04-24		
665117801		guolili   		证书打印  		2013-04-24		
58929774X		ZengWeiGuo		换证      		2013-04-24		
687255025		LuShaoYun 		年检      		2013-04-24		
721221305		XiaoYun   		换证      		2013-04-24		
721221305		XiaoYun   		IC卡发放  		2013-04-24		
721221305		XiaoYun   		IC卡废置  		2013-04-24		
681159913		ZhouJie   		年检      		2013-04-24		
